# dt = 0.00020 ps ; n_timesteps = 10000
# masses = [1.66e-03, 1.24e-03, 1.66e-03] m_asu ; kappa = 9.9825e+01 m_asu ps^(-2)
# f[1/ps], p_1[Å^-2], p_2[Å^-2], p_3[Å^-2]
1.33987e+03, 1.19868e-10, 8.80458e-09, 3.55767e-09 
1.34037e+03, 1.19796e-10, 8.79960e-09, 3.55567e-09 
1.34087e+03, 1.19723e-10, 8.79463e-09, 3.55366e-09 
1.34137e+03, 1.19651e-10, 8.78967e-09, 3.55166e-09 
1.34187e+03, 1.19579e-10, 8.78471e-09, 3.54966e-09 
1.34237e+03, 1.19506e-10, 8.77976e-09, 3.54766e-09 
1.34287e+03, 1.19434e-10, 8.77481e-09, 3.54566e-09 
1.34337e+03, 1.19362e-10, 8.76987e-09, 3.54367e-09 
1.34387e+03, 1.19291e-10, 8.76493e-09, 3.54168e-09 
1.34437e+03, 1.19219e-10, 8.76000e-09, 3.53969e-09 
1.34487e+03, 1.19147e-10, 8.75508e-09, 3.53770e-09 
1.34537e+03, 1.19076e-10, 8.75016e-09, 3.53572e-09 
1.34587e+03, 1.19004e-10, 8.74525e-09, 3.53374e-09 
1.34637e+03, 1.18933e-10, 8.74035e-09, 3.53176e-09 
1.34687e+03, 1.18861e-10, 8.73545e-09, 3.52978e-09 
1.34737e+03, 1.18790e-10, 8.73055e-09, 3.52781e-09 
1.34787e+03, 1.18719e-10, 8.72567e-09, 3.52584e-09 
1.34837e+03, 1.18648e-10, 8.72078e-09, 3.52387e-09 
1.34887e+03, 1.18577e-10, 8.71591e-09, 3.52190e-09 
1.34937e+03, 1.18506e-10, 8.71104e-09, 3.51993e-09 
1.34987e+03, 1.18435e-10, 8.70617e-09, 3.51797e-09 
1.35036e+03, 1.18365e-10, 8.70131e-09, 3.51601e-09 
1.35086e+03, 1.18294e-10, 8.69646e-09, 3.51405e-09 
1.35136e+03, 1.18224e-10, 8.69161e-09, 3.51210e-09 
1.35186e+03, 1.18153e-10, 8.68677e-09, 3.51014e-09 
1.35236e+03, 1.18083e-10, 8.68194e-09, 3.50819e-09 
1.35286e+03, 1.18013e-10, 8.67711e-09, 3.50624e-09 
1.35336e+03, 1.17943e-10, 8.67228e-09, 3.50430e-09 
1.35386e+03, 1.17872e-10, 8.66747e-09, 3.50235e-09 
1.35436e+03, 1.17802e-10, 8.66265e-09, 3.50041e-09 
1.35486e+03, 1.17733e-10, 8.65785e-09, 3.49847e-09 
1.35536e+03, 1.17663e-10, 8.65305e-09, 3.49654e-09 
1.35586e+03, 1.17593e-10, 8.64825e-09, 3.49460e-09 
1.35636e+03, 1.17523e-10, 8.64346e-09, 3.49267e-09 
1.35686e+03, 1.17454e-10, 8.63868e-09, 3.49074e-09 
1.35736e+03, 1.17385e-10, 8.63390e-09, 3.48881e-09 
1.35786e+03, 1.17315e-10, 8.62913e-09, 3.48689e-09 
1.35836e+03, 1.17246e-10, 8.62436e-09, 3.48496e-09 
1.35886e+03, 1.17177e-10, 8.61960e-09, 3.48304e-09 
1.35936e+03, 1.17108e-10, 8.61484e-09, 3.48112e-09 
1.35986e+03, 1.17039e-10, 8.61009e-09, 3.47921e-09 
1.36036e+03, 1.16970e-10, 8.60535e-09, 3.47729e-09 
1.36086e+03, 1.16901e-10, 8.60061e-09, 3.47538e-09 
1.36136e+03, 1.16832e-10, 8.59588e-09, 3.47347e-09 
1.36186e+03, 1.16763e-10, 8.59115e-09, 3.47156e-09 
1.36236e+03, 1.16695e-10, 8.58643e-09, 3.46966e-09 
1.36286e+03, 1.16626e-10, 8.58171e-09, 3.46775e-09 
1.36336e+03, 1.16558e-10, 8.57700e-09, 3.46585e-09 
1.36386e+03, 1.16490e-10, 8.57230e-09, 3.46396e-09 
1.36436e+03, 1.16421e-10, 8.56760e-09, 3.46206e-09 
1.36486e+03, 1.16353e-10, 8.56290e-09, 3.46017e-09 
1.36536e+03, 1.16285e-10, 8.55822e-09, 3.45827e-09 
1.36586e+03, 1.16217e-10, 8.55353e-09, 3.45638e-09 
1.36636e+03, 1.16149e-10, 8.54886e-09, 3.45450e-09 
1.36686e+03, 1.16082e-10, 8.54418e-09, 3.45261e-09 
1.36736e+03, 1.16014e-10, 8.53952e-09, 3.45073e-09 
1.36786e+03, 1.15946e-10, 8.53486e-09, 3.44885e-09 
1.36836e+03, 1.15879e-10, 8.53020e-09, 3.44697e-09 
1.36886e+03, 1.15811e-10, 8.52555e-09, 3.44510e-09 
1.36936e+03, 1.15744e-10, 8.52091e-09, 3.44322e-09 
1.36986e+03, 1.15677e-10, 8.51627e-09, 3.44135e-09 
1.37036e+03, 1.15609e-10, 8.51164e-09, 3.43948e-09 
1.37086e+03, 1.15542e-10, 8.50701e-09, 3.43761e-09 
1.37136e+03, 1.15475e-10, 8.50239e-09, 3.43575e-09 
1.37186e+03, 1.15408e-10, 8.49777e-09, 3.43389e-09 
1.37236e+03, 1.15341e-10, 8.49316e-09, 3.43203e-09 
1.37286e+03, 1.15275e-10, 8.48856e-09, 3.43017e-09 
1.37336e+03, 1.15208e-10, 8.48396e-09, 3.42831e-09 
1.37386e+03, 1.15141e-10, 8.47936e-09, 3.42646e-09 
1.37436e+03, 1.15075e-10, 8.47477e-09, 3.42461e-09 
1.37486e+03, 1.15008e-10, 8.47019e-09, 3.42276e-09 
1.37536e+03, 1.14942e-10, 8.46561e-09, 3.42091e-09 
1.37586e+03, 1.14876e-10, 8.46104e-09, 3.41906e-09 
1.37636e+03, 1.14809e-10, 8.45647e-09, 3.41722e-09 
1.37686e+03, 1.14743e-10, 8.45191e-09, 3.41538e-09 
1.37736e+03, 1.14677e-10, 8.44735e-09, 3.41354e-09 
1.37786e+03, 1.14611e-10, 8.44280e-09, 3.41170e-09 
1.37836e+03, 1.14545e-10, 8.43825e-09, 3.40987e-09 
1.37886e+03, 1.14480e-10, 8.43371e-09, 3.40804e-09 
1.37936e+03, 1.14414e-10, 8.42918e-09, 3.40621e-09 
1.37986e+03, 1.14348e-10, 8.42465e-09, 3.40438e-09 
1.38036e+03, 1.14283e-10, 8.42012e-09, 3.40255e-09 
1.38086e+03, 1.14217e-10, 8.41560e-09, 3.40073e-09 
1.38136e+03, 1.14152e-10, 8.41109e-09, 3.39891e-09 
1.38186e+03, 1.14087e-10, 8.40658e-09, 3.39709e-09 
1.38236e+03, 1.14021e-10, 8.40208e-09, 3.39527e-09 
1.38286e+03, 1.13956e-10, 8.39758e-09, 3.39346e-09 
1.38336e+03, 1.13891e-10, 8.39309e-09, 3.39164e-09 
1.38386e+03, 1.13826e-10, 8.38860e-09, 3.38983e-09 
1.38436e+03, 1.13761e-10, 8.38412e-09, 3.38803e-09 
1.38486e+03, 1.13696e-10, 8.37964e-09, 3.38622e-09 
1.38536e+03, 1.13632e-10, 8.37517e-09, 3.38441e-09 
1.38586e+03, 1.13567e-10, 8.37070e-09, 3.38261e-09 
1.38636e+03, 1.13502e-10, 8.36624e-09, 3.38081e-09 
1.38686e+03, 1.13438e-10, 8.36178e-09, 3.37901e-09 
1.38736e+03, 1.13374e-10, 8.35733e-09, 3.37722e-09 
1.38786e+03, 1.13309e-10, 8.35289e-09, 3.37542e-09 
1.38836e+03, 1.13245e-10, 8.34845e-09, 3.37363e-09 
1.38886e+03, 1.13181e-10, 8.34401e-09, 3.37184e-09 
1.38936e+03, 1.13117e-10, 8.33958e-09, 3.37005e-09 
1.38986e+03, 1.13053e-10, 8.33516e-09, 3.36827e-09 
1.39036e+03, 1.12989e-10, 8.33074e-09, 3.36649e-09 
1.39086e+03, 1.12925e-10, 8.32632e-09, 3.36470e-09 
1.39136e+03, 1.12861e-10, 8.32191e-09, 3.36293e-09 
1.39186e+03, 1.12797e-10, 8.31751e-09, 3.36115e-09 
1.39236e+03, 1.12734e-10, 8.31311e-09, 3.35937e-09 
1.39286e+03, 1.12670e-10, 8.30872e-09, 3.35760e-09 
1.39336e+03, 1.12607e-10, 8.30433e-09, 3.35583e-09 
1.39386e+03, 1.12543e-10, 8.29994e-09, 3.35406e-09 
1.39436e+03, 1.12480e-10, 8.29557e-09, 3.35229e-09 
1.39486e+03, 1.12417e-10, 8.29119e-09, 3.35053e-09 
1.39536e+03, 1.12354e-10, 8.28682e-09, 3.34877e-09 
1.39586e+03, 1.12291e-10, 8.28246e-09, 3.34701e-09 
1.39636e+03, 1.12228e-10, 8.27810e-09, 3.34525e-09 
1.39686e+03, 1.12165e-10, 8.27375e-09, 3.34349e-09 
1.39736e+03, 1.12102e-10, 8.26940e-09, 3.34174e-09 
1.39786e+03, 1.12039e-10, 8.26506e-09, 3.33998e-09 
1.39836e+03, 1.11976e-10, 8.26072e-09, 3.33823e-09 
1.39886e+03, 1.11914e-10, 8.25639e-09, 3.33648e-09 
1.39936e+03, 1.11851e-10, 8.25206e-09, 3.33474e-09 
1.39986e+03, 1.11789e-10, 8.24774e-09, 3.33299e-09 
1.40036e+03, 1.11726e-10, 8.24342e-09, 3.33125e-09 
1.40086e+03, 1.11664e-10, 8.23911e-09, 3.32951e-09 
1.40136e+03, 1.11602e-10, 8.23480e-09, 3.32777e-09 
1.40186e+03, 1.11540e-10, 8.23050e-09, 3.32604e-09 
1.40236e+03, 1.11478e-10, 8.22620e-09, 3.32430e-09 
1.40286e+03, 1.11416e-10, 8.22191e-09, 3.32257e-09 
1.40336e+03, 1.11354e-10, 8.21762e-09, 3.32084e-09 
1.40386e+03, 1.11292e-10, 8.21334e-09, 3.31911e-09 
1.40436e+03, 1.11230e-10, 8.20906e-09, 3.31739e-09 
1.40486e+03, 1.11168e-10, 8.20479e-09, 3.31566e-09 
1.40536e+03, 1.11107e-10, 8.20052e-09, 3.31394e-09 
1.40586e+03, 1.11045e-10, 8.19626e-09, 3.31222e-09 
1.40636e+03, 1.10984e-10, 8.19200e-09, 3.31050e-09 
1.40686e+03, 1.10922e-10, 8.18775e-09, 3.30879e-09 
1.40736e+03, 1.10861e-10, 8.18350e-09, 3.30707e-09 
1.40786e+03, 1.10800e-10, 8.17926e-09, 3.30536e-09 
1.40836e+03, 1.10739e-10, 8.17502e-09, 3.30365e-09 
1.40886e+03, 1.10677e-10, 8.17079e-09, 3.30194e-09 
1.40936e+03, 1.10616e-10, 8.16656e-09, 3.30024e-09 
1.40986e+03, 1.10556e-10, 8.16234e-09, 3.29853e-09 
1.41036e+03, 1.10495e-10, 8.15812e-09, 3.29683e-09 
1.41086e+03, 1.10434e-10, 8.15391e-09, 3.29513e-09 
1.41136e+03, 1.10373e-10, 8.14970e-09, 3.29343e-09 
1.41186e+03, 1.10312e-10, 8.14550e-09, 3.29174e-09 
1.41236e+03, 1.10252e-10, 8.14130e-09, 3.29004e-09 
1.41286e+03, 1.10191e-10, 8.13711e-09, 3.28835e-09 
1.41336e+03, 1.10131e-10, 8.13292e-09, 3.28666e-09 
1.41386e+03, 1.10071e-10, 8.12873e-09, 3.28497e-09 
1.41436e+03, 1.10010e-10, 8.12455e-09, 3.28328e-09 
1.41486e+03, 1.09950e-10, 8.12038e-09, 3.28160e-09 
1.41536e+03, 1.09890e-10, 8.11621e-09, 3.27992e-09 
1.41586e+03, 1.09830e-10, 8.11205e-09, 3.27824e-09 
1.41636e+03, 1.09770e-10, 8.10789e-09, 3.27656e-09 
1.41686e+03, 1.09710e-10, 8.10373e-09, 3.27488e-09 
1.41736e+03, 1.09650e-10, 8.09958e-09, 3.27321e-09 
1.41786e+03, 1.09590e-10, 8.09544e-09, 3.27153e-09 
1.41836e+03, 1.09531e-10, 8.09130e-09, 3.26986e-09 
1.41886e+03, 1.09471e-10, 8.08716e-09, 3.26819e-09 
1.41936e+03, 1.09412e-10, 8.08303e-09, 3.26653e-09 
1.41986e+03, 1.09352e-10, 8.07890e-09, 3.26486e-09 
1.42036e+03, 1.09293e-10, 8.07478e-09, 3.26320e-09 
1.42086e+03, 1.09233e-10, 8.07067e-09, 3.26154e-09 
1.42136e+03, 1.09174e-10, 8.06655e-09, 3.25988e-09 
1.42186e+03, 1.09115e-10, 8.06245e-09, 3.25822e-09 
1.42236e+03, 1.09056e-10, 8.05834e-09, 3.25656e-09 
1.42286e+03, 1.08997e-10, 8.05425e-09, 3.25491e-09 
1.42336e+03, 1.08938e-10, 8.05015e-09, 3.25326e-09 
1.42386e+03, 1.08879e-10, 8.04607e-09, 3.25161e-09 
1.42436e+03, 1.08820e-10, 8.04198e-09, 3.24996e-09 
1.42486e+03, 1.08761e-10, 8.03790e-09, 3.24832e-09 
1.42536e+03, 1.08703e-10, 8.03383e-09, 3.24667e-09 
1.42586e+03, 1.08644e-10, 8.02976e-09, 3.24503e-09 
1.42636e+03, 1.08586e-10, 8.02570e-09, 3.24339e-09 
1.42686e+03, 1.08527e-10, 8.02164e-09, 3.24175e-09 
1.42736e+03, 1.08469e-10, 8.01758e-09, 3.24011e-09 
1.42786e+03, 1.08410e-10, 8.01353e-09, 3.23848e-09 
1.42836e+03, 1.08352e-10, 8.00948e-09, 3.23685e-09 
1.42886e+03, 1.08294e-10, 8.00544e-09, 3.23522e-09 
1.42936e+03, 1.08236e-10, 8.00141e-09, 3.23359e-09 
1.42986e+03, 1.08178e-10, 7.99737e-09, 3.23196e-09 
1.43036e+03, 1.08120e-10, 7.99335e-09, 3.23033e-09 
1.43086e+03, 1.08062e-10, 7.98932e-09, 3.22871e-09 
1.43136e+03, 1.08004e-10, 7.98531e-09, 3.22709e-09 
1.43186e+03, 1.07946e-10, 7.98129e-09, 3.22547e-09 
1.43236e+03, 1.07889e-10, 7.97728e-09, 3.22385e-09 
1.43286e+03, 1.07831e-10, 7.97328e-09, 3.22224e-09 
1.43336e+03, 1.07773e-10, 7.96928e-09, 3.22062e-09 
1.43386e+03, 1.07716e-10, 7.96529e-09, 3.21901e-09 
1.43436e+03, 1.07659e-10, 7.96130e-09, 3.21740e-09 
1.43486e+03, 1.07601e-10, 7.95731e-09, 3.21579e-09 
1.43536e+03, 1.07544e-10, 7.95333e-09, 3.21418e-09 
1.43586e+03, 1.07487e-10, 7.94935e-09, 3.21258e-09 
1.43636e+03, 1.07430e-10, 7.94538e-09, 3.21098e-09 
1.43686e+03, 1.07372e-10, 7.94141e-09, 3.20938e-09 
1.43736e+03, 1.07315e-10, 7.93745e-09, 3.20778e-09 
1.43786e+03, 1.07259e-10, 7.93349e-09, 3.20618e-09 
1.43836e+03, 1.07202e-10, 7.92954e-09, 3.20458e-09 
1.43886e+03, 1.07145e-10, 7.92559e-09, 3.20299e-09 
1.43936e+03, 1.07088e-10, 7.92164e-09, 3.20140e-09 
1.43986e+03, 1.07032e-10, 7.91770e-09, 3.19981e-09 
1.44036e+03, 1.06975e-10, 7.91377e-09, 3.19822e-09 
1.44086e+03, 1.06918e-10, 7.90984e-09, 3.19663e-09 
1.44136e+03, 1.06862e-10, 7.90591e-09, 3.19505e-09 
1.44186e+03, 1.06806e-10, 7.90199e-09, 3.19346e-09 
1.44236e+03, 1.06749e-10, 7.89807e-09, 3.19188e-09 
1.44286e+03, 1.06693e-10, 7.89416e-09, 3.19030e-09 
1.44336e+03, 1.06637e-10, 7.89025e-09, 3.18873e-09 
1.44386e+03, 1.06581e-10, 7.88634e-09, 3.18715e-09 
1.44436e+03, 1.06525e-10, 7.88244e-09, 3.18558e-09 
1.44486e+03, 1.06469e-10, 7.87855e-09, 3.18400e-09 
1.44536e+03, 1.06413e-10, 7.87466e-09, 3.18243e-09 
1.44586e+03, 1.06357e-10, 7.87077e-09, 3.18087e-09 
1.44636e+03, 1.06301e-10, 7.86689e-09, 3.17930e-09 
1.44686e+03, 1.06245e-10, 7.86301e-09, 3.17773e-09 
1.44736e+03, 1.06190e-10, 7.85914e-09, 3.17617e-09 
1.44786e+03, 1.06134e-10, 7.85527e-09, 3.17461e-09 
1.44836e+03, 1.06079e-10, 7.85141e-09, 3.17305e-09 
1.44886e+03, 1.06023e-10, 7.84755e-09, 3.17149e-09 
1.44936e+03, 1.05968e-10, 7.84369e-09, 3.16994e-09 
1.44986e+03, 1.05913e-10, 7.83984e-09, 3.16838e-09 
1.45035e+03, 1.05857e-10, 7.83599e-09, 3.16683e-09 
1.45085e+03, 1.05802e-10, 7.83215e-09, 3.16528e-09 
1.45135e+03, 1.05747e-10, 7.82831e-09, 3.16373e-09 
1.45185e+03, 1.05692e-10, 7.82448e-09, 3.16218e-09 
1.45235e+03, 1.05637e-10, 7.82065e-09, 3.16064e-09 
1.45285e+03, 1.05582e-10, 7.81683e-09, 3.15909e-09 
1.45335e+03, 1.05527e-10, 7.81300e-09, 3.15755e-09 
1.45385e+03, 1.05473e-10, 7.80919e-09, 3.15601e-09 
1.45435e+03, 1.05418e-10, 7.80538e-09, 3.15447e-09 
1.45485e+03, 1.05363e-10, 7.80157e-09, 3.15294e-09 
1.45535e+03, 1.05309e-10, 7.79777e-09, 3.15140e-09 
1.45585e+03, 1.05254e-10, 7.79397e-09, 3.14987e-09 
1.45635e+03, 1.05200e-10, 7.79017e-09, 3.14834e-09 
1.45685e+03, 1.05145e-10, 7.78638e-09, 3.14681e-09 
1.45735e+03, 1.05091e-10, 7.78260e-09, 3.14528e-09 
1.45785e+03, 1.05037e-10, 7.77882e-09, 3.14375e-09 
1.45835e+03, 1.04982e-10, 7.77504e-09, 3.14223e-09 
1.45885e+03, 1.04928e-10, 7.77127e-09, 3.14071e-09 
1.45935e+03, 1.04874e-10, 7.76750e-09, 3.13919e-09 
1.45985e+03, 1.04820e-10, 7.76373e-09, 3.13767e-09 
1.46035e+03, 1.04766e-10, 7.75998e-09, 3.13615e-09 
1.46085e+03, 1.04712e-10, 7.75622e-09, 3.13463e-09 
1.46135e+03, 1.04659e-10, 7.75247e-09, 3.13312e-09 
1.46185e+03, 1.04605e-10, 7.74872e-09, 3.13161e-09 
1.46235e+03, 1.04551e-10, 7.74498e-09, 3.13010e-09 
1.46285e+03, 1.04498e-10, 7.74124e-09, 3.12859e-09 
1.46335e+03, 1.04444e-10, 7.73751e-09, 3.12708e-09 
1.46385e+03, 1.04391e-10, 7.73378e-09, 3.12558e-09 
1.46435e+03, 1.04337e-10, 7.73005e-09, 3.12407e-09 
1.46485e+03, 1.04284e-10, 7.72633e-09, 3.12257e-09 
1.46535e+03, 1.04230e-10, 7.72261e-09, 3.12107e-09 
1.46585e+03, 1.04177e-10, 7.71890e-09, 3.11957e-09 
1.46635e+03, 1.04124e-10, 7.71519e-09, 3.11807e-09 
1.46685e+03, 1.04071e-10, 7.71148e-09, 3.11658e-09 
1.46735e+03, 1.04018e-10, 7.70778e-09, 3.11509e-09 
1.46785e+03, 1.03965e-10, 7.70409e-09, 3.11359e-09 
1.46835e+03, 1.03912e-10, 7.70040e-09, 3.11210e-09 
1.46885e+03, 1.03859e-10, 7.69671e-09, 3.11061e-09 
1.46935e+03, 1.03806e-10, 7.69302e-09, 3.10913e-09 
1.46985e+03, 1.03754e-10, 7.68934e-09, 3.10764e-09 
1.47035e+03, 1.03701e-10, 7.68567e-09, 3.10616e-09 
1.47085e+03, 1.03648e-10, 7.68200e-09, 3.10468e-09 
1.47135e+03, 1.03596e-10, 7.67833e-09, 3.10320e-09 
1.47185e+03, 1.03543e-10, 7.67467e-09, 3.10172e-09 
1.47235e+03, 1.03491e-10, 7.67101e-09, 3.10024e-09 
1.47285e+03, 1.03439e-10, 7.66736e-09, 3.09877e-09 
1.47335e+03, 1.03386e-10, 7.66370e-09, 3.09729e-09 
1.47385e+03, 1.03334e-10, 7.66006e-09, 3.09582e-09 
1.47435e+03, 1.03282e-10, 7.65642e-09, 3.09435e-09 
1.47485e+03, 1.03230e-10, 7.65278e-09, 3.09288e-09 
1.47535e+03, 1.03178e-10, 7.64914e-09, 3.09142e-09 
1.47585e+03, 1.03126e-10, 7.64551e-09, 3.08995e-09 
1.47635e+03, 1.03074e-10, 7.64189e-09, 3.08849e-09 
1.47685e+03, 1.03022e-10, 7.63827e-09, 3.08703e-09 
1.47735e+03, 1.02970e-10, 7.63465e-09, 3.08557e-09 
1.47785e+03, 1.02919e-10, 7.63104e-09, 3.08411e-09 
1.47835e+03, 1.02867e-10, 7.62743e-09, 3.08265e-09 
1.47885e+03, 1.02815e-10, 7.62382e-09, 3.08120e-09 
1.47935e+03, 1.02764e-10, 7.62022e-09, 3.07974e-09 
1.47985e+03, 1.02712e-10, 7.61662e-09, 3.07829e-09 
1.48035e+03, 1.02661e-10, 7.61303e-09, 3.07684e-09 
1.48085e+03, 1.02609e-10, 7.60944e-09, 3.07539e-09 
1.48135e+03, 1.02558e-10, 7.60586e-09, 3.07395e-09 
1.48185e+03, 1.02507e-10, 7.60228e-09, 3.07250e-09 
1.48235e+03, 1.02456e-10, 7.59870e-09, 3.07106e-09 
1.48285e+03, 1.02405e-10, 7.59513e-09, 3.06961e-09 
1.48335e+03, 1.02353e-10, 7.59156e-09, 3.06817e-09 
1.48385e+03, 1.02302e-10, 7.58799e-09, 3.06674e-09 
1.48435e+03, 1.02252e-10, 7.58443e-09, 3.06530e-09 
1.48485e+03, 1.02201e-10, 7.58088e-09, 3.06386e-09 
1.48535e+03, 1.02150e-10, 7.57732e-09, 3.06243e-09 
1.48585e+03, 1.02099e-10, 7.57377e-09, 3.06100e-09 
1.48635e+03, 1.02048e-10, 7.57023e-09, 3.05957e-09 
1.48685e+03, 1.01998e-10, 7.56669e-09, 3.05814e-09 
1.48735e+03, 1.01947e-10, 7.56315e-09, 3.05671e-09 
1.48785e+03, 1.01897e-10, 7.55962e-09, 3.05528e-09 
1.48835e+03, 1.01846e-10, 7.55609e-09, 3.05386e-09 
1.48885e+03, 1.01796e-10, 7.55257e-09, 3.05244e-09 
1.48935e+03, 1.01745e-10, 7.54905e-09, 3.05102e-09 
1.48985e+03, 1.01695e-10, 7.54553e-09, 3.04960e-09 
1.49035e+03, 1.01645e-10, 7.54202e-09, 3.04818e-09 
1.49085e+03, 1.01595e-10, 7.53851e-09, 3.04676e-09 
1.49135e+03, 1.01545e-10, 7.53500e-09, 3.04535e-09 
1.49185e+03, 1.01495e-10, 7.53150e-09, 3.04393e-09 
1.49235e+03, 1.01445e-10, 7.52800e-09, 3.04252e-09 
1.49285e+03, 1.01395e-10, 7.52451e-09, 3.04111e-09 
1.49335e+03, 1.01345e-10, 7.52102e-09, 3.03970e-09 
1.49385e+03, 1.01295e-10, 7.51754e-09, 3.03830e-09 
1.49435e+03, 1.01245e-10, 7.51405e-09, 3.03689e-09 
1.49485e+03, 1.01195e-10, 7.51058e-09, 3.03549e-09 
1.49535e+03, 1.01146e-10, 7.50710e-09, 3.03409e-09 
1.49585e+03, 1.01096e-10, 7.50363e-09, 3.03269e-09 
1.49635e+03, 1.01047e-10, 7.50017e-09, 3.03129e-09 
1.49685e+03, 1.00997e-10, 7.49671e-09, 3.02989e-09 
1.49735e+03, 1.00948e-10, 7.49325e-09, 3.02849e-09 
1.49785e+03, 1.00899e-10, 7.48980e-09, 3.02710e-09 
1.49835e+03, 1.00849e-10, 7.48634e-09, 3.02571e-09 
1.49885e+03, 1.00800e-10, 7.48290e-09, 3.02432e-09 
1.49935e+03, 1.00751e-10, 7.47946e-09, 3.02293e-09 
1.49985e+03, 1.00702e-10, 7.47602e-09, 3.02154e-09 
1.50035e+03, 1.00653e-10, 7.47258e-09, 3.02015e-09 
1.50085e+03, 1.00604e-10, 7.46915e-09, 3.01877e-09 
1.50135e+03, 1.00555e-10, 7.46573e-09, 3.01738e-09 
1.50185e+03, 1.00506e-10, 7.46230e-09, 3.01600e-09 
1.50235e+03, 1.00457e-10, 7.45888e-09, 3.01462e-09 
1.50285e+03, 1.00408e-10, 7.45547e-09, 3.01324e-09 
1.50335e+03, 1.00360e-10, 7.45206e-09, 3.01187e-09 
1.50385e+03, 1.00311e-10, 7.44865e-09, 3.01049e-09 
1.50435e+03, 1.00262e-10, 7.44524e-09, 3.00912e-09 
1.50485e+03, 1.00214e-10, 7.44184e-09, 3.00775e-09 
1.50535e+03, 1.00165e-10, 7.43845e-09, 3.00637e-09 
1.50585e+03, 1.00117e-10, 7.43506e-09, 3.00500e-09 
1.50635e+03, 1.00068e-10, 7.43167e-09, 3.00364e-09 
1.50685e+03, 1.00020e-10, 7.42828e-09, 3.00227e-09 
1.50735e+03, 9.99719e-11, 7.42490e-09, 3.00091e-09 
1.50785e+03, 9.99237e-11, 7.42152e-09, 2.99954e-09 
1.50835e+03, 9.98755e-11, 7.41815e-09, 2.99818e-09 
1.50885e+03, 9.98274e-11, 7.41478e-09, 2.99682e-09 
1.50935e+03, 9.97794e-11, 7.41141e-09, 2.99546e-09 
1.50985e+03, 9.97314e-11, 7.40805e-09, 2.99410e-09 
1.51035e+03, 9.96835e-11, 7.40469e-09, 2.99275e-09 
1.51085e+03, 9.96356e-11, 7.40134e-09, 2.99139e-09 
1.51135e+03, 9.95878e-11, 7.39799e-09, 2.99004e-09 
1.51185e+03, 9.95401e-11, 7.39464e-09, 2.98869e-09 
1.51235e+03, 9.94924e-11, 7.39130e-09, 2.98734e-09 
1.51285e+03, 9.94447e-11, 7.38796e-09, 2.98599e-09 
1.51335e+03, 9.93972e-11, 7.38462e-09, 2.98465e-09 
1.51385e+03, 9.93496e-11, 7.38129e-09, 2.98330e-09 
1.51435e+03, 9.93022e-11, 7.37796e-09, 2.98196e-09 
1.51485e+03, 9.92547e-11, 7.37464e-09, 2.98062e-09 
1.51535e+03, 9.92074e-11, 7.37131e-09, 2.97928e-09 
1.51585e+03, 9.91601e-11, 7.36800e-09, 2.97794e-09 
1.51635e+03, 9.91128e-11, 7.36468e-09, 2.97660e-09 
1.51685e+03, 9.90656e-11, 7.36137e-09, 2.97526e-09 
1.51735e+03, 9.90185e-11, 7.35807e-09, 2.97393e-09 
1.51785e+03, 9.89714e-11, 7.35476e-09, 2.97260e-09 
1.51835e+03, 9.89244e-11, 7.35147e-09, 2.97126e-09 
1.51885e+03, 9.88774e-11, 7.34817e-09, 2.96993e-09 
1.51935e+03, 9.88305e-11, 7.34488e-09, 2.96860e-09 
1.51985e+03, 9.87836e-11, 7.34159e-09, 2.96728e-09 
1.52035e+03, 9.87368e-11, 7.33831e-09, 2.96595e-09 
1.52085e+03, 9.86900e-11, 7.33503e-09, 2.96463e-09 
1.52135e+03, 9.86433e-11, 7.33175e-09, 2.96330e-09 
1.52185e+03, 9.85967e-11, 7.32848e-09, 2.96198e-09 
1.52235e+03, 9.85501e-11, 7.32521e-09, 2.96066e-09 
1.52285e+03, 9.85035e-11, 7.32194e-09, 2.95935e-09 
1.52335e+03, 9.84570e-11, 7.31868e-09, 2.95803e-09 
1.52385e+03, 9.84106e-11, 7.31542e-09, 2.95671e-09 
1.52435e+03, 9.83642e-11, 7.31216e-09, 2.95540e-09 
1.52485e+03, 9.83179e-11, 7.30891e-09, 2.95409e-09 
1.52535e+03, 9.82716e-11, 7.30567e-09, 2.95278e-09 
1.52585e+03, 9.82254e-11, 7.30242e-09, 2.95147e-09 
1.52635e+03, 9.81792e-11, 7.29918e-09, 2.95016e-09 
1.52685e+03, 9.81331e-11, 7.29594e-09, 2.94885e-09 
1.52735e+03, 9.80871e-11, 7.29271e-09, 2.94755e-09 
1.52785e+03, 9.80411e-11, 7.28948e-09, 2.94624e-09 
1.52835e+03, 9.79951e-11, 7.28625e-09, 2.94494e-09 
1.52885e+03, 9.79492e-11, 7.28303e-09, 2.94364e-09 
1.52935e+03, 9.79034e-11, 7.27981e-09, 2.94234e-09 
1.52985e+03, 9.78576e-11, 7.27660e-09, 2.94104e-09 
1.53035e+03, 9.78119e-11, 7.27339e-09, 2.93975e-09 
1.53085e+03, 9.77662e-11, 7.27018e-09, 2.93845e-09 
1.53135e+03, 9.77206e-11, 7.26697e-09, 2.93716e-09 
1.53185e+03, 9.76750e-11, 7.26377e-09, 2.93587e-09 
