# dt = 0.00020 ps ; n_timesteps = 10000
# masses = [1.66e-03, 1.24e-03, 1.66e-03] m_asu ; kappa = 9.9825e+01 m_asu ps^(-2)
# t[ps], q_1[Å], q_2[Å], q_3[Å], v_1[Å/ps], v_2[Å/ps], v_3[Å/ps], E_kin[eV], E_pot[eV]
1.76040e+00, -3.44740e-04, -6.92504e-03, -7.02947e-04, 2.69538e+00, 2.62069e+00, -4.66278e+00, 2.83231e-02, 4.09357e-03 
1.76060e+00, 1.86414e-04, -6.38037e-03, -1.64299e-03, 2.61623e+00, 2.81402e+00, -4.72876e+00, 2.91422e-02, 3.27254e-03 
1.76080e+00, 7.01753e-04, -5.79943e-03, -2.59445e-03, 2.53756e+00, 2.98251e+00, -4.77657e+00, 2.97908e-02, 2.62228e-03 
1.76100e+00, 1.20144e-03, -5.18736e-03, -3.55362e-03, 2.45996e+00, 3.12468e+00, -4.80570e+00, 3.02411e-02, 2.17050e-03 
1.76120e+00, 1.68574e-03, -4.54956e-03, -4.51673e-03, 2.38396e+00, 3.23928e+00, -4.81574e+00, 3.04698e-02, 1.94060e-03 
1.76140e+00, 2.15502e-03, -3.89165e-03, -5.47992e-03, 2.31001e+00, 3.32530e+00, -4.80637e+00, 3.04588e-02, 1.95083e-03 
1.76160e+00, 2.60974e-03, -3.21944e-03, -6.43928e-03, 2.23852e+00, 3.38198e+00, -4.77743e+00, 3.01958e-02, 2.21346e-03 
1.76180e+00, 3.05043e-03, -2.53886e-03, -7.39089e-03, 2.16978e+00, 3.40882e+00, -4.72883e+00, 2.96750e-02, 2.73433e-03 
1.76200e+00, 3.47765e-03, -1.85591e-03, -8.33081e-03, 2.10402e+00, 3.40558e+00, -4.66064e+00, 2.88974e-02, 3.51241e-03 
1.76220e+00, 3.89203e-03, -1.17663e-03, -9.25514e-03, 2.04139e+00, 3.37229e+00, -4.57302e+00, 2.78710e-02, 4.53974e-03 
1.76240e+00, 4.29421e-03, -5.06994e-04, -1.01600e-02, 1.98197e+00, 3.30924e+00, -4.46627e+00, 2.66106e-02, 5.80147e-03 
1.76260e+00, 4.68482e-03, 1.47073e-04, -1.10417e-02, 1.92575e+00, 3.21700e+00, -4.34080e+00, 2.51376e-02, 7.27620e-03 
1.76280e+00, 5.06451e-03, 7.79805e-04, -1.18963e-02, 1.87263e+00, 3.09637e+00, -4.19713e+00, 2.34794e-02, 8.93653e-03 
1.76300e+00, 5.43388e-03, 1.38562e-03, -1.27205e-02, 1.82247e+00, 2.94841e+00, -4.03589e+00, 2.16685e-02, 1.07497e-02 
1.76320e+00, 5.79349e-03, 1.95917e-03, -1.35107e-02, 1.77501e+00, 2.77444e+00, -3.85783e+00, 1.97420e-02, 1.26788e-02 
1.76340e+00, 6.14388e-03, 2.49540e-03, -1.42636e-02, 1.72996e+00, 2.57599e+00, -3.66380e+00, 1.77403e-02, 1.46831e-02 
1.76360e+00, 6.48548e-03, 2.98957e-03, -1.49762e-02, 1.68695e+00, 2.35482e+00, -3.45475e+00, 1.57058e-02, 1.67203e-02 
1.76380e+00, 6.81866e-03, 3.43732e-03, -1.56455e-02, 1.64555e+00, 2.11286e+00, -3.23170e+00, 1.36822e-02, 1.87466e-02 
1.76400e+00, 7.14370e-03, 3.83471e-03, -1.62689e-02, 1.60527e+00, 1.85226e+00, -2.99579e+00, 1.17125e-02, 2.07190e-02 
1.76420e+00, 7.46077e-03, 4.17823e-03, -1.68439e-02, 1.56559e+00, 1.57531e+00, -2.74820e+00, 9.83828e-03, 2.25956e-02 
1.76440e+00, 7.76993e-03, 4.46484e-03, -1.73682e-02, 1.52593e+00, 1.28447e+00, -2.49020e+00, 8.09846e-03, 2.43376e-02 
1.76460e+00, 8.07114e-03, 4.69201e-03, -1.78399e-02, 1.48569e+00, 9.82290e-01, -2.22311e+00, 6.52796e-03, 2.59100e-02 
1.76480e+00, 8.36421e-03, 4.85775e-03, -1.82574e-02, 1.44423e+00, 6.71444e-01, -1.94830e+00, 5.15692e-03, 2.72826e-02 
1.76500e+00, 8.64883e-03, 4.96059e-03, -1.86192e-02, 1.40092e+00, 3.54674e-01, -1.66718e+00, 4.00979e-03, 2.84308e-02 
1.76520e+00, 8.92458e-03, 4.99962e-03, -1.89243e-02, 1.35508e+00, 3.47745e-02, -1.38119e+00, 3.10474e-03, 2.93366e-02 
1.76540e+00, 9.19087e-03, 4.97450e-03, -1.91717e-02, 1.30607e+00, -2.85432e-01, -1.09179e+00, 2.45322e-03, 2.99884e-02 
1.76560e+00, 9.44700e-03, 4.88545e-03, -1.93610e-02, 1.25323e+00, -6.03120e-01, -8.00454e-01, 2.05972e-03, 3.03818e-02 
1.76580e+00, 9.69216e-03, 4.73325e-03, -1.94919e-02, 1.19591e+00, -9.15486e-01, -5.08640e-01, 1.92187e-03, 3.05190e-02 
1.76600e+00, 9.92537e-03, 4.51925e-03, -1.95645e-02, 1.13351e+00, -1.21977e+00, -2.17805e-01, 2.03059e-03, 3.04094e-02 
1.76620e+00, 1.01456e-02, 4.24534e-03, -1.95790e-02, 1.06544e+00, -1.51330e+00, 7.06170e-02, 2.37060e-03, 3.00680e-02 
1.76640e+00, 1.03515e-02, 3.91393e-03, -1.95362e-02, 9.91164e-01, -1.79347e+00, 3.55225e-01, 2.92106e-03, 2.95160e-02 
1.76660e+00, 1.05420e-02, 3.52795e-03, -1.94369e-02, 9.10180e-01, -2.05782e+00, 6.34658e-01, 3.65638e-03, 2.87788e-02 
1.76680e+00, 1.07156e-02, 3.09081e-03, -1.92824e-02, 8.22049e-01, -2.30401e+00, 9.07607e-01, 4.54717e-03, 2.78860e-02 
1.76700e+00, 1.08708e-02, 2.60635e-03, -1.90739e-02, 7.26391e-01, -2.52987e+00, 1.17282e+00, 5.56134e-03, 2.68697e-02 
1.76720e+00, 1.10062e-02, 2.07886e-03, -1.88132e-02, 6.22891e-01, -2.73341e+00, 1.42912e+00, 6.66520e-03, 2.57637e-02 
1.76740e+00, 1.11200e-02, 1.51299e-03, -1.85022e-02, 5.11308e-01, -2.91283e+00, 1.67540e+00, 7.82467e-03, 2.46022e-02 
1.76760e+00, 1.12107e-02, 9.13728e-04, -1.81431e-02, 3.91480e-01, -3.06654e+00, 1.91062e+00, 9.00638e-03, 2.34185e-02 
1.76780e+00, 1.12766e-02, 2.86369e-04, -1.77380e-02, 2.63324e-01, -3.19320e+00, 2.13386e+00, 1.01788e-02, 2.22442e-02 
1.76800e+00, 1.13160e-02, -3.63553e-04, -1.72895e-02, 1.26845e-01, -3.29169e+00, 2.34427e+00, 1.13134e-02, 2.11081e-02 
1.76820e+00, 1.13273e-02, -1.03030e-03, -1.68003e-02, -1.78667e-02, -3.36112e+00, 2.54111e+00, 1.23851e-02, 2.00351e-02 
1.76840e+00, 1.13089e-02, -1.70800e-03, -1.62731e-02, -1.70629e-01, -3.40090e+00, 2.72374e+00, 1.33735e-02, 1.90457e-02 
1.76860e+00, 1.12591e-02, -2.39067e-03, -1.57108e-02, -3.31171e-01, -3.41068e+00, 2.89162e+00, 1.42633e-02, 1.81553e-02 
1.76880e+00, 1.11764e-02, -3.07227e-03, -1.51164e-02, -4.99128e-01, -3.39035e+00, 3.04432e+00, 1.50444e-02, 1.73739e-02 
1.76900e+00, 1.10594e-02, -3.74681e-03, -1.44931e-02, -6.74048e-01, -3.34012e+00, 3.18153e+00, 1.57123e-02, 1.67061e-02 
1.76920e+00, 1.09068e-02, -4.40832e-03, -1.38438e-02, -8.55388e-01, -3.26041e+00, 3.30303e+00, 1.62680e-02, 1.61508e-02 
1.76940e+00, 1.07173e-02, -5.05097e-03, -1.31719e-02, -1.04252e+00, -3.15193e+00, 3.40872e+00, 1.67176e-02, 1.57018e-02 
1.76960e+00, 1.04898e-02, -5.66909e-03, -1.24803e-02, -1.23473e+00, -3.01564e+00, 3.49862e+00, 1.70722e-02, 1.53483e-02 
1.76980e+00, 1.02234e-02, -6.25723e-03, -1.17724e-02, -1.43123e+00, -2.85274e+00, 3.57283e+00, 1.73466e-02, 1.50750e-02 
1.77000e+00, 9.91729e-03, -6.81019e-03, -1.10512e-02, -1.63115e+00, -2.66467e+00, 3.63156e+00, 1.75591e-02, 1.48637e-02 
1.77020e+00, 9.57092e-03, -7.32309e-03, -1.03198e-02, -1.83357e+00, -2.45308e+00, 3.67513e+00, 1.77306e-02, 1.46937e-02 
1.77040e+00, 9.18387e-03, -7.79142e-03, -9.58115e-03, -2.03747e+00, -2.21986e+00, 3.70395e+00, 1.78829e-02, 1.45427e-02 
1.77060e+00, 8.75593e-03, -8.21103e-03, -8.83820e-03, -2.24181e+00, -1.96704e+00, 3.71850e+00, 1.80386e-02, 1.43884e-02 
1.77080e+00, 8.28714e-03, -8.57824e-03, -8.09375e-03, -2.44549e+00, -1.69687e+00, 3.71936e+00, 1.82194e-02, 1.42089e-02 
1.77100e+00, 7.77773e-03, -8.88978e-03, -7.35046e-03, -2.64737e+00, -1.41172e+00, 3.70718e+00, 1.84451e-02, 1.39843e-02 
1.77120e+00, 7.22819e-03, -9.14292e-03, -6.61088e-03, -2.84628e+00, -1.11412e+00, 3.68266e+00, 1.87330e-02, 1.36973e-02 
1.77140e+00, 6.63922e-03, -9.33543e-03, -5.87739e-03, -3.04101e+00, -8.06690e-01, 3.64660e+00, 1.90968e-02, 1.33340e-02 
1.77160e+00, 6.01179e-03, -9.46560e-03, -5.15223e-03, -3.23036e+00, -4.92140e-01, 3.59982e+00, 1.95459e-02, 1.28852e-02 
1.77180e+00, 5.34708e-03, -9.53229e-03, -4.43747e-03, -3.41312e+00, -1.73248e-01, 3.54318e+00, 2.00851e-02, 1.23460e-02 
1.77200e+00, 4.64654e-03, -9.53490e-03, -3.73496e-03, -3.58807e+00, 1.47173e-01, 3.47759e+00, 2.07136e-02, 1.17171e-02 
1.77220e+00, 3.91185e-03, -9.47342e-03, -3.04643e-03, -3.75403e+00, 4.66296e-01, 3.40398e+00, 2.14257e-02, 1.10043e-02 
1.77240e+00, 3.14493e-03, -9.34838e-03, -2.37337e-03, -3.90983e+00, 7.81304e-01, 3.32329e+00, 2.22102e-02, 1.02188e-02 
1.77260e+00, 2.34792e-03, -9.16090e-03, -1.71711e-03, -4.05433e+00, 1.08942e+00, 3.23649e+00, 2.30510e-02, 9.37673e-03 
1.77280e+00, 1.52320e-03, -8.91261e-03, -1.07878e-03, -4.18644e+00, 1.38792e+00, 3.14451e+00, 2.39273e-02, 8.49888e-03 
1.77300e+00, 6.73343e-04, -8.60573e-03, -4.59310e-04, -4.30513e+00, 1.67417e+00, 3.04830e+00, 2.48145e-02, 7.60995e-03 
1.77320e+00, -1.98856e-04, -8.24294e-03, 1.40542e-04, -4.40942e+00, 1.94566e+00, 2.94879e+00, 2.56848e-02, 6.73772e-03 
1.77340e+00, -1.09043e-03, -7.82747e-03, 7.20206e-04, -4.49841e+00, 2.19997e+00, 2.84686e+00, 2.65084e-02, 5.91217e-03 
1.77360e+00, -1.99822e-03, -7.36296e-03, 1.27929e-03, -4.57127e+00, 2.43487e+00, 2.74337e+00, 2.72542e-02, 5.16440e-03 
1.77380e+00, -2.91893e-03, -6.85352e-03, 1.81755e-03, -4.62725e+00, 2.64829e+00, 2.63914e+00, 2.78913e-02, 4.52550e-03 
1.77400e+00, -3.84912e-03, -6.30364e-03, 2.33494e-03, -4.66572e+00, 2.83834e+00, 2.53493e+00, 2.83896e-02, 4.02544e-03 
1.77420e+00, -4.78522e-03, -5.71818e-03, 2.83152e-03, -4.68611e+00, 3.00335e+00, 2.43145e+00, 2.87216e-02, 3.69193e-03 
1.77440e+00, -5.72357e-03, -5.10230e-03, 3.30752e-03, -4.68799e+00, 3.14185e+00, 2.32935e+00, 2.88629e-02, 3.54934e-03 
1.77460e+00, -6.66041e-03, -4.46144e-03, 3.76326e-03, -4.67101e+00, 3.25264e+00, 2.22920e+00, 2.87936e-02, 3.61773e-03 
1.77480e+00, -7.59197e-03, -3.80125e-03, 4.19920e-03, -4.63495e+00, 3.33472e+00, 2.13152e+00, 2.84988e-02, 3.91199e-03 
1.77500e+00, -8.51439e-03, -3.12755e-03, 4.61587e-03, -4.57970e+00, 3.38738e+00, 2.03674e+00, 2.79694e-02, 4.44116e-03 
1.77520e+00, -9.42385e-03, -2.44629e-03, 5.01390e-03, -4.50526e+00, 3.41015e+00, 1.94521e+00, 2.72029e-02, 5.20792e-03 
1.77540e+00, -1.03165e-02, -1.76349e-03, 5.39396e-03, -4.41176e+00, 3.40283e+00, 1.85721e+00, 2.62032e-02, 6.20828e-03 
1.77560e+00, -1.11886e-02, -1.08516e-03, 5.75678e-03, -4.29944e+00, 3.36548e+00, 1.77292e+00, 2.49811e-02, 7.43152e-03 
1.77580e+00, -1.20363e-02, -4.17300e-04, 6.10313e-03, -4.16867e+00, 3.29844e+00, 1.69248e+00, 2.35537e-02, 8.86032e-03 
1.77600e+00, -1.28560e-02, 2.34210e-04, 6.43377e-03, -4.01991e+00, 3.20229e+00, 1.61590e+00, 2.19448e-02, 1.04711e-02 
1.77620e+00, -1.36442e-02, 8.63616e-04, 6.74949e-03, -3.85376e+00, 3.07789e+00, 1.54314e+00, 2.01834e-02, 1.22347e-02 
1.77640e+00, -1.43975e-02, 1.46536e-03, 7.05103e-03, -3.67092e+00, 2.92633e+00, 1.47408e+00, 1.83036e-02, 1.41168e-02 
1.77660e+00, -1.51126e-02, 2.03415e-03, 7.33912e-03, -3.47219e+00, 2.74894e+00, 1.40852e+00, 1.63434e-02, 1.60796e-02 
1.77680e+00, -1.57864e-02, 2.56494e-03, 7.61443e-03, -3.25848e+00, 2.54731e+00, 1.34618e+00, 1.43438e-02, 1.80818e-02 
1.77700e+00, -1.64160e-02, 3.05307e-03, 7.87759e-03, -3.03079e+00, 2.32319e+00, 1.28673e+00, 1.23475e-02, 2.00809e-02 
1.77720e+00, -1.69987e-02, 3.49422e-03, 8.12913e-03, -2.79021e+00, 2.07858e+00, 1.22978e+00, 1.03974e-02, 2.20336e-02 
1.77740e+00, -1.75321e-02, 3.88450e-03, 8.36950e-03, -2.53790e+00, 1.81562e+00, 1.17488e+00, 8.53611e-03, 2.38974e-02 
1.77760e+00, -1.80139e-02, 4.22047e-03, 8.59908e-03, -2.27511e+00, 1.53665e+00, 1.12152e+00, 6.80382e-03, 2.56321e-02 
1.77780e+00, -1.84421e-02, 4.49916e-03, 8.81811e-03, -2.00313e+00, 1.24412e+00, 1.06916e+00, 5.23775e-03, 2.72002e-02 
1.77800e+00, -1.88151e-02, 4.71812e-03, 9.02674e-03, -1.72334e+00, 9.40605e-01, 1.01722e+00, 3.87078e-03, 2.85689e-02 
1.77820e+00, -1.91315e-02, 4.87540e-03, 9.22500e-03, -1.43714e+00, 6.28794e-01, 9.65090e-01, 2.73061e-03, 2.97104e-02 
1.77840e+00, -1.93900e-02, 4.96963e-03, 9.41278e-03, -1.14595e+00, 3.11435e-01, 9.12155e-01, 1.83892e-03, 3.06031e-02 
1.77860e+00, -1.95898e-02, 4.99998e-03, 9.58986e-03, -8.51264e-01, -8.67162e-03, 8.57774e-01, 1.21084e-03, 3.12317e-02 
1.77880e+00, -1.97305e-02, 4.96616e-03, 9.75589e-03, -5.54544e-01, -3.28702e-01, 8.01305e-01, 8.54539e-04, 3.15880e-02 
1.77900e+00, -1.98117e-02, 4.86850e-03, 9.91038e-03, -2.57280e-01, -6.45832e-01, 7.42116e-01, 7.71079e-04, 3.16711e-02 
1.77920e+00, -1.98334e-02, 4.70783e-03, 1.00527e-02, 3.90486e-02, -9.57264e-01, 6.79584e-01, 9.54493e-04, 3.14869e-02 
1.77940e+00, -1.97960e-02, 4.48559e-03, 1.01822e-02, 3.32978e-01, -1.26025e+00, 6.13111e-01, 1.39208e-03, 3.10481e-02 
1.77960e+00, -1.97002e-02, 4.20373e-03, 1.02980e-02, 6.23070e-01, -1.55211e+00, 5.42126e-01, 2.06491e-03, 3.03738e-02 
1.77980e+00, -1.95468e-02, 3.86474e-03, 1.03991e-02, 9.07924e-01, -1.83028e+00, 4.66098e-01, 2.94853e-03, 2.94883e-02 
1.78000e+00, -1.93370e-02, 3.47162e-03, 1.04844e-02, 1.18618e+00, -2.09230e+00, 3.84540e-01, 4.01381e-03, 2.84210e-02 
1.78020e+00, -1.90723e-02, 3.02782e-03, 1.05529e-02, 1.45655e+00, -2.33586e+00, 2.97018e-01, 5.22799e-03, 2.72046e-02 
1.78040e+00, -1.87544e-02, 2.53727e-03, 1.06032e-02, 1.71778e+00, -2.55881e+00, 2.03155e-01, 6.55576e-03, 2.58745e-02 
1.78060e+00, -1.83852e-02, 2.00430e-03, 1.06341e-02, 1.96872e+00, -2.75918e+00, 1.02641e-01, 7.96042e-03, 2.44675e-02 
1.78080e+00, -1.79669e-02, 1.43360e-03, 1.06443e-02, 2.20827e+00, -2.93520e+00, -4.76460e-03, 9.40512e-03, 2.30206e-02 
1.78100e+00, -1.75019e-02, 8.30220e-04, 1.06322e-02, 2.43543e+00, -3.08532e+00, -1.19227e-01, 1.08540e-02, 2.15696e-02 
1.78120e+00, -1.69928e-02, 1.99474e-04, 1.05966e-02, 2.64930e+00, -3.20822e+00, -2.40832e-01, 1.22733e-02, 2.01484e-02 
1.78140e+00, -1.64422e-02, -4.53069e-04, 1.05359e-02, 2.84906e+00, -3.30281e+00, -3.69583e-01, 1.36324e-02, 1.87876e-02 
1.78160e+00, -1.58531e-02, -1.12165e-03, 1.04488e-02, 3.03401e+00, -3.36826e+00, -5.05398e-01, 1.49047e-02, 1.75139e-02 
1.78180e+00, -1.52286e-02, -1.80037e-03, 1.03337e-02, 3.20354e+00, -3.40399e+00, -6.48107e-01, 1.60685e-02, 1.63491e-02 
1.78200e+00, -1.45717e-02, -2.48325e-03, 1.01895e-02, 3.35715e+00, -3.40968e+00, -7.97452e-01, 1.71072e-02, 1.53097e-02 
1.78220e+00, -1.38857e-02, -3.16425e-03, 1.00148e-02, 3.49448e+00, -3.38529e+00, -9.53088e-01, 1.80100e-02, 1.44066e-02 
1.78240e+00, -1.31739e-02, -3.83736e-03, 9.80828e-03, 3.61523e+00, -3.33103e+00, -1.11458e+00, 1.87718e-02, 1.36449e-02 
1.78260e+00, -1.24396e-02, -4.49666e-03, 9.56893e-03, 3.71926e+00, -3.24737e+00, -1.28141e+00, 1.93932e-02, 1.30238e-02 
1.78280e+00, -1.16862e-02, -5.13631e-03, 9.29571e-03, 3.80651e+00, -3.13506e+00, -1.45298e+00, 1.98804e-02, 1.25373e-02 
1.78300e+00, -1.09170e-02, -5.75068e-03, 8.98774e-03, 3.87705e+00, -2.99509e+00, -1.62859e+00, 2.02444e-02, 1.21743e-02 
1.78320e+00, -1.01354e-02, -6.33435e-03, 8.64428e-03, 3.93104e+00, -2.82869e+00, -1.80750e+00, 2.05004e-02, 1.19195e-02 
1.78340e+00, -9.34462e-03, -6.88216e-03, 8.26474e-03, 3.96874e+00, -2.63733e+00, -1.98886e+00, 2.06672e-02, 1.17540e-02 
1.78360e+00, -8.54791e-03, -7.38928e-03, 7.84873e-03, 3.99054e+00, -2.42270e+00, -2.17179e+00, 2.07661e-02, 1.16566e-02 
1.78380e+00, -7.74840e-03, -7.85124e-03, 7.39603e-03, 3.99690e+00, -2.18669e+00, -2.35532e+00, 2.08199e-02, 1.16042e-02 
1.78400e+00, -6.94915e-03, -8.26395e-03, 6.90661e-03, 3.98837e+00, -1.93139e+00, -2.53844e+00, 2.08521e-02, 1.15735e-02 
1.78420e+00, -6.15306e-03, -8.62379e-03, 6.38065e-03, 3.96558e+00, -1.65904e+00, -2.72011e+00, 2.08852e-02, 1.15417e-02 
1.78440e+00, -5.36292e-03, -8.92757e-03, 5.81856e-03, 3.92924e+00, -1.37206e+00, -2.89922e+00, 2.09404e-02, 1.14877e-02 
1.78460e+00, -4.58136e-03, -9.17261e-03, 5.22096e-03, 3.88014e+00, -1.07297e+00, -3.07465e+00, 2.10362e-02, 1.13928e-02 
1.78480e+00, -3.81086e-03, -9.35676e-03, 4.58870e-03, 3.81911e+00, -7.64411e-01, -3.24526e+00, 2.11877e-02, 1.12420e-02 
1.78500e+00, -3.05372e-03, -9.47838e-03, 3.92286e-03, 3.74704e+00, -4.49109e-01, -3.40989e+00, 2.14059e-02, 1.10242e-02 
1.78520e+00, -2.31204e-03, -9.53640e-03, 3.22475e-03, 3.66487e+00, -1.29844e-01, -3.56740e+00, 2.16970e-02, 1.07331e-02 
1.78540e+00, -1.58777e-03, -9.53032e-03, 2.49590e-03, 3.57356e+00, 1.90566e-01, -3.71663e+00, 2.20623e-02, 1.03676e-02 
1.78560e+00, -8.82618e-04, -9.46017e-03, 1.73810e-03, 3.47411e+00, 5.09296e-01, -3.85644e+00, 2.24979e-02, 9.93141e-03 
1.78580e+00, -1.98125e-04, -9.32660e-03, 9.53325e-04, 3.36751e+00, 8.23531e-01, -3.98575e+00, 2.29947e-02, 9.43378e-03 
1.78600e+00, 4.64387e-04, -9.13076e-03, 1.43798e-04, 3.25479e+00, 1.13050e+00, -4.10347e+00, 2.35386e-02, 8.88866e-03 
1.78620e+00, 1.10379e-03, -8.87440e-03, -6.88064e-04, 3.13695e+00, 1.42749e+00, -4.20859e+00, 2.41114e-02, 8.31446e-03 
1.78640e+00, 1.71917e-03, -8.55976e-03, -1.53964e-03, 3.01500e+00, 1.71189e+00, -4.30014e+00, 2.46909e-02, 7.73340e-03 
1.78660e+00, 2.30979e-03, -8.18964e-03, -2.40812e-03, 2.88991e+00, 1.98118e+00, -4.37721e+00, 2.52520e-02, 7.17065e-03 
1.78680e+00, 2.87513e-03, -7.76729e-03, -3.29052e-03, 2.76262e+00, 2.23300e+00, -4.43897e+00, 2.57674e-02, 6.65348e-03 
1.78700e+00, 3.41484e-03, -7.29644e-03, -4.18371e-03, 2.63407e+00, 2.46510e+00, -4.48466e+00, 2.62089e-02, 6.21017e-03 
1.78720e+00, 3.92876e-03, -6.78125e-03, -5.08439e-03, 2.50511e+00, 2.67546e+00, -4.51362e+00, 2.65485e-02, 5.86891e-03 
1.78740e+00, 4.41688e-03, -6.22626e-03, -5.98915e-03, 2.37655e+00, 2.86221e+00, -4.52526e+00, 2.67591e-02, 5.65673e-03 
1.78760e+00, 4.87938e-03, -5.63637e-03, -6.89449e-03, 2.24917e+00, 3.02370e+00, -4.51911e+00, 2.68161e-02, 5.59839e-03 
1.78780e+00, 5.31655e-03, -5.01678e-03, -7.79680e-03, 2.12365e+00, 3.15852e+00, -4.49480e+00, 2.66981e-02, 5.71531e-03 
1.78800e+00, 5.72884e-03, -4.37296e-03, -8.69241e-03, 2.00063e+00, 3.26546e+00, -4.45206e+00, 2.63880e-02, 6.02466e-03 
1.78820e+00, 6.11680e-03, -3.71059e-03, -9.57762e-03, 1.88065e+00, 3.34359e+00, -4.39073e+00, 2.58737e-02, 6.53854e-03 
1.78840e+00, 6.48110e-03, -3.03552e-03, -1.04487e-02, 1.76419e+00, 3.39222e+00, -4.31078e+00, 2.51489e-02, 7.26336e-03 
1.78860e+00, 6.82248e-03, -2.35370e-03, -1.13019e-02, 1.65165e+00, 3.41092e+00, -4.21228e+00, 2.42133e-02, 8.19931e-03 
1.78880e+00, 7.14176e-03, -1.67115e-03, -1.21336e-02, 1.54335e+00, 3.39952e+00, -4.09542e+00, 2.30732e-02, 9.34018e-03 
1.78900e+00, 7.43982e-03, -9.93896e-04, -1.29401e-02, 1.43952e+00, 3.35812e+00, -3.96052e+00, 2.17413e-02, 1.06733e-02 
1.78920e+00, 7.71757e-03, -3.27906e-04, -1.37178e-02, 1.34031e+00, 3.28709e+00, -3.80798e+00, 2.02365e-02, 1.21797e-02 
1.78940e+00, 7.97594e-03, 3.20941e-04, -1.44633e-02, 1.24579e+00, 3.18706e+00, -3.63837e+00, 1.85836e-02, 1.38344e-02 
1.78960e+00, 8.21588e-03, 9.46919e-04, -1.51732e-02, 1.15594e+00, 3.05891e+00, -3.45231e+00, 1.68128e-02, 1.56074e-02 
1.78980e+00, 8.43832e-03, 1.54450e-03, -1.58442e-02, 1.07068e+00, 2.90376e+00, -3.25058e+00, 1.49585e-02, 1.74641e-02 
1.79000e+00, 8.64416e-03, 2.10842e-03, -1.64734e-02, 9.89829e-01, 2.72300e+00, -3.03403e+00, 1.30590e-02, 1.93661e-02 
1.79020e+00, 8.83425e-03, 2.63370e-03, -1.70578e-02, 9.13153e-01, 2.51820e+00, -2.80361e+00, 1.11548e-02, 2.12729e-02 
1.79040e+00, 9.00942e-03, 3.11571e-03, -1.75948e-02, 8.40341e-01, 2.29119e+00, -2.56037e+00, 9.28776e-03, 2.31426e-02 
1.79060e+00, 9.17039e-03, 3.55018e-03, -1.80820e-02, 7.71024e-01, 2.04396e+00, -2.30546e+00, 7.49972e-03, 2.49332e-02 
1.79080e+00, 9.31783e-03, 3.93329e-03, -1.85170e-02, 7.04772e-01, 1.77870e+00, -2.04007e+00, 5.83140e-03, 2.66040e-02 
1.79100e+00, 9.45230e-03, 4.26166e-03, -1.88980e-02, 6.41106e-01, 1.49774e+00, -1.76548e+00, 4.32108e-03, 2.81165e-02 
1.79120e+00, 9.57427e-03, 4.53239e-03, -1.92232e-02, 5.79503e-01, 1.20356e+00, -1.48304e+00, 3.00346e-03, 2.94360e-02 
1.79140e+00, 9.68410e-03, 4.74308e-03, -1.94912e-02, 5.19403e-01, 8.98768e-01, -1.19412e+00, 1.90862e-03, 3.05323e-02 
1.79160e+00, 9.78203e-03, 4.89189e-03, -1.97009e-02, 4.60216e-01, 5.86042e-01, -9.00167e-01, 1.06115e-03, 3.13810e-02 
1.79180e+00, 9.86818e-03, 4.97750e-03, -1.98513e-02, 4.01333e-01, 2.68146e-01, -6.02634e-01, 4.79380e-04, 3.19635e-02 
1.79200e+00, 9.94256e-03, 4.99915e-03, -1.99419e-02, 3.42128e-01, -5.21163e-02, -3.03004e-01, 1.74853e-04, 3.22683e-02 
1.79220e+00, 1.00050e-02, 4.95665e-03, -1.99725e-02, 2.81975e-01, -3.71919e-01, -2.76923e-03, 1.52018e-04, 3.22909e-02 
1.79240e+00, 1.00554e-02, 4.85038e-03, -1.99430e-02, 2.20246e-01, -6.88440e-01, 2.96576e-01, 4.08124e-04, 3.20342e-02 
1.79260e+00, 1.00931e-02, 4.68128e-03, -1.98539e-02, 1.56329e-01, -9.98886e-01, 5.93550e-01, 9.33354e-04, 3.15079e-02 
1.79280e+00, 1.01179e-02, 4.45083e-03, -1.97056e-02, 8.96309e-02, -1.30052e+00, 8.86689e-01, 1.71118e-03, 3.07287e-02 
1.79300e+00, 1.01290e-02, 4.16107e-03, -1.94992e-02, 1.95847e-02, -1.59068e+00, 1.17456e+00, 2.71891e-03, 2.97192e-02 
1.79320e+00, 1.01257e-02, 3.81456e-03, -1.92358e-02, -5.43392e-02, -1.86680e+00, 1.45577e+00, 3.92848e-03, 2.85076e-02 
1.79340e+00, 1.01073e-02, 3.41435e-03, -1.89169e-02, -1.32628e-01, -2.12645e+00, 1.72898e+00, 5.30733e-03, 2.71265e-02 
1.79360e+00, 1.00727e-02, 2.96398e-03, -1.85442e-02, -2.15718e-01, -2.36733e+00, 1.99291e+00, 6.81947e-03, 2.56119e-02 
1.79380e+00, 1.00210e-02, 2.46742e-03, -1.81197e-02, -3.03989e-01, -2.58733e+00, 2.24634e+00, 8.42663e-03, 2.40023e-02 
1.79400e+00, 9.95107e-03, 1.92905e-03, -1.76457e-02, -3.97759e-01, -2.78450e+00, 2.48813e+00, 1.00895e-02, 2.23370e-02 
1.79420e+00, 9.86186e-03, 1.35362e-03, -1.71245e-02, -4.97276e-01, -2.95710e+00, 2.71722e+00, 1.17688e-02, 2.06553e-02 
